ec5_uuid,created_at,title,1_Surveyor_Nickname,2_Map_sheet_number,3_Functional_Unit_Co,5_11_Name_of_organis,6_12_Description_of_,7_13_When_was_the_or,8_14_Do_you_regard_t,9_15_If_no_what_type,10_16_If_other_pleas,12_21_Total_number_o,13_22_Observed_or_Ve,14_23_How_many_FTEs_,15_24_Observed_or_Ve,16_25_Is_the_organis,17_26_How_many_peopl,19_31_Floor_levels_t,20_32_How_many_store,21_33_Unit_size_Inse,22_34_Square_metres_,23_35_Observed_or_Ve,24_36_Predominant_he,25_37_Premises_type_,26_38_If_other_pleas,27_39_Type_of_associ,28_310_Car_parking_S,29_311_Goods_access_,30_312_Are_these_pre,31_313_If_premises_a,32_314_When_did_the_,33_315_Is_the_premis,34_316_If_rentedleas,35_317_Will_the_leas,37_41_Is_the_localit,38_42_If_so_why_sele,39_43_If_locality_is,40_44_What_is_your_v,41_45_What_are_the_t,42_46_Where_are_the_,43_47_Where_are_the_,44_48_Is_the_organis,45_49_Does_the_organ,46_410_If_yes_where_,47_411_If_yes_when,48_412_If_yes_why,49_413_Are_the_organ,50_414_If_yes_please,51_415_Are_you_aware,52_416_If_yes_how_ha,53_417_If_other_plea,54_418_What_is_your_,56_51_Contact_willin,57_52_Name_of_contac,58_53_Contact_teleph,59_54_Contact_email_,60_55_Organisation_t,61_56_Organisation_w,62_57_Organisation_e,63_58_Street_name_eg,64_59_Street_number_,65_510_Postcode_Incl,66_511_Unit_number_i,68_61_Additional_not,69_62_Internal_photo,71_71_Would_the_acti,lat_72_72_Location,long_72_72_Location,accuracy_72_72_Location,73_73_External_photo,74_74_SIC_Code,75_75_Site_ID,76_76_Notes_on_any_o
85c50a6d-693a-4cf4-ad88-32fd674b42c8,2019-07-29T14:17:47.579Z,"Jessica 85 1662",Jessica,85,1662,"Thomas Carlton","Adult education",,,,,,,,,,,"Ground Floor",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.467159,-0.069198,6,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=85c50a6d-693a-4cf4-ad88-32fd674b42c8_1564409864.jpg,,,
d918e6f1-db5e-436c-831d-e9c533e7bb20,2019-07-29T14:15:33.850Z,"Jessica 85 1658",Jessica,85,1658,"Thomas Carlton","Adult education Learning",,,"Educational organisation",,,,,,,,"Ground Floor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,51.466958,-0.069186,8,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=d918e6f1-db5e-436c-831d-e9c533e7bb20_1564409772.jpg,,,
404d1c8e-4624-49c4-a803-b684591fd8bc,2019-07-29T14:13:56.787Z,"Jessica 105 1670",Jessica,105,1670,"Thomas Carlton Centre","Adult education centre",,No,"Educational organisation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.467157,-0.069277,16,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=404d1c8e-4624-49c4-a803-b684591fd8bc_1564409906.jpg,,,
9366b3ce-4593-48c7-a06a-449728646c7f,2019-07-29T14:09:31.577Z,"Jessica 105 1673",Jessica,105,1673,"Thomas Carlton","Adult learning centre",,,,,,,,,,,"Ground Floor",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.467485,-0.068966,16,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=9366b3ce-4593-48c7-a06a-449728646c7f_1564409368.jpg,,,
5143bded-8f96-478d-af3b-13aad937fcea,2019-07-29T14:07:58.013Z,"Jessica 105 1669",Jessica,105,1669,"Thomas Carlton","Adult Learning Centre",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.467599,-0.069088,16,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=5143bded-8f96-478d-af3b-13aad937fcea_1564409274.jpg,,,
3a841595-fb8b-4761-aa9b-d43b9247fe65,2019-07-29T14:06:29.322Z,"Jessica 105 1667",Jessica,105,1667,"Thomas Carlton Centre","Adult learning centre",,,"Educational organisation",,,,,,,,"Ground Floor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.467512,-0.068828,8,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=3a841595-fb8b-4761-aa9b-d43b9247fe65_1564409097.jpg,,,
c0912078-31dd-410f-aff5-04d586717e32,2019-07-29T13:55:56.530Z,"Jessica 85 1658",Jessica,85,1658,"Southwark Vietnamese-Chinese Refugee Community",Charity,,No,"Community organisation",,,,,,,,"Ground Floor",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01716350022,,,,,,,,,,51.467644,-0.069176,6,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=c0912078-31dd-410f-aff5-04d586717e32_1564408517.jpg,,,
25be4b5d-f337-4b34-a32a-56f04a804ff8,2019-07-29T13:20:39.263Z,"Jessica 105 17730004",Jessica,105,17730004,"Tadberry Evedale & Plu5ive","Printing, binding, digital",1987,Yes,Other,,10,Verified,10,Verified,yes,3,"Ground Floor",1,6000,"Square feet",Verified,3,"an industrial building with or without a yard",,"Yard shared with others","Car parking in yard","Level access to ground floor (e.g. items can be wheeled in)",no,"Need more space",1987,Owned,,,yes,"Proximity to Central London, Near to customer base, Near to home, public transport, Near to suppliers, Near to other businesses, Safety and Security, Availability of parking",yes,"Great idea in order for industry to be kept within London","Owned by business, location, one level","Southwark, South London, Central London, Greater London Area","Southwark, South London, Central London, Greater London Area, UK excluding London, Rest of World, Europe excluding UK",Shrinking,no,,,,yes,"More space",yes,"Word of mouth, Posters or displayed information, Own research",,"Industry diminishing and the changing trends",Yes,"Alan Hurle",07803265235,Alan@tadberry-evedale.co.uk,02077322226,Tadberry-evedale.co.uk,,"Philip Walk",1A,"SE15 3NH",4,"Units 1-4, printers and binders",https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=25be4b5d-f337-4b34-a32a-56f04a804ff8_1564484817.jpg,,51.466054,-0.064896,8,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=25be4b5d-f337-4b34-a32a-56f04a804ff8_1564406188.jpg,18129,,
0d0fb29b-965f-4252-8d8d-27ea0e126264,2019-07-29T13:14:09.497Z,"Jessica 105 17730002",Jessica,105,17730002,"Godex conservation","Book conservator",2010,Yes,,,3,Verified,1,Verified,yes,3,"Ground Floor",,,,,,,,,,,,,,,,,,,,,"Security, good landlord, locality",,,Growing,no,,,,,,,,,,Yes,"Ann-Marie Miller ACR",07958003542,Ann-marie@codexconservation.com,,Codexconservation.com,,"Philip Walk",1A,"SE15 3NH",1,"Conservation of books for museums and galleries",,no,51.465495,-0.065415,32,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=0d0fb29b-965f-4252-8d8d-27ea0e126264_1564406045.jpg,,,
60b007a5-5db5-4533-b249-e4f958f3b8fb,2019-07-29T13:05:06.627Z,"Jessica 105 17730001",Jessica,105,17730001,"The Framing Room",Framers,2017,Yes,,,3,Verified,2,Verified,no,3,"Ground Floor",1,400,"Square metres",Verified,3,"an industrial building with or without a yard",,"Unit has use of operational yard","Car parking in yard",,no,,2017,Rented/leased,1,Yes,yes,"Near to customer base, Near to other businesses, Near to home, reasonable rents compared to other locations, Business Rates, Safety and Security, Local amenities, public transport",yes,"It makes sense. Would suitable for the employees, good utilisation.",,"South London, Southwark, Central London, Greater London Area","Central London, Southwark, South London, Greater London Area, Europe excluding UK, Rest of World, UK excluding London",Growing,yes,Greenwich,2020,Expanding,yes,"More space",no,,,"Gentrification but it’s helpful for business",Yes,"Jacob Everett",07881737715,Jacob@framingroom.com,02070184242,Www.framingroom.com,,"Philip Walk",1A,"SE15 3NH",1,,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=60b007a5-5db5-4533-b249-e4f958f3b8fb_1564405476.jpg,no,51.465913,-0.065279,101,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=60b007a5-5db5-4533-b249-e4f958f3b8fb_1564405502.jpg,,,
343cf9c7-007e-44ee-87cc-08dfb03e0462,2019-07-29T13:02:18.090Z,"Helen Quinn 20 2000009","Helen Quinn",20,2000009,"A. Bliss","Picture framing & mounting",1880,Yes,,,2,Verified,2,Verified,yes,2,"Ground Floor",1,800,"Square metres",Observed,5,"railway arch/undercroft space",,"Yard for own use only","Car parking in yard","Loading from vehicles in yard used",yes,,2013,Rented/leased,0,Yes,yes,"Proximity to Central London, Near to suppliers, reasonable rents compared to other locations",yes,"Good idea","Good location, easily accessible, large industrial space.","Greater London Area","Greater London Area",Growing,no,,,,no,,yes,"Word of mouth, Other, Own research",Observation,"Rent going up",No,,,,02078374959,Abliss.co.uk,Info@abliss.co.uk,"Robert Dashwood Way",172,"SE17 3pz",,,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=343cf9c7-007e-44ee-87cc-08dfb03e0462_1566921046.jpg,no,51.490215,-0.098602,4,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=343cf9c7-007e-44ee-87cc-08dfb03e0462_1566921278.jpg,32990,,
ca157f14-625f-469b-aa37-dfd83a53bc13,2019-07-29T13:00:46.014Z,"Helen Quinn 20 2000008","Helen Quinn",20,2000008,Renamotors,"Vehicle repair",2003,Yes,,,4,Observed,,,,,"Ground Floor",1,100,"Square metres",Observed,5,"railway arch/undercroft space",,"No associated yard space","No car parking on site","Loading from vehicles in street used",,,,,,,,,,,,,,,,,,,,,,,,,,,,Tatymoreta1@hotmail.com,,,,"Robert dashwood way",176,"SE17 3pz",,,,,51.489943,-0.098229,4,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=ca157f14-625f-469b-aa37-dfd83a53bc13_1564405242.jpg,33190,,
7d356c80-0960-46a2-8938-858368adb077,2019-07-29T12:58:25.029Z,"Rashi 95 9500002",Rashi,95,9500002,"The French Comté","Wholesale and retail of cheese, charcuterie and wine. Catering",2011,Yes,,,,,,,,,"Ground Floor",1.5,1250,"Square feet",Observed,6,"railway arch/undercroft space",,"Yard shared with others","Car parking in yard","Level access to ground floor (e.g. items can be wheeled in), Fork lift truck used, Loading from vehicles in yard used",yes,,,Rented/leased,,,,,,,,"Europe excluding UK, UK excluding London","Central London, South London, Southwark, Greater London Area, UK excluding London",,,,,,,,,,,,,"Fabien Joly",07543384859,fabien@thefrenchcomte.co.uk,07400239913,http://www.thefrenchcomte.co.uk/,,"St James’s Road, Lucey Way",,"SE16 4ET",15,,,,51.494535,-0.065876,10,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=7d356c80-0960-46a2-8938-858368adb077_1564435638.jpg,47810,,
e6574a17-1a7c-4920-b5ae-af81fc25702d,2019-07-29T12:52:33.695Z,"Helen Quinn 20 2000007","Helen Quinn",20,2000007,Flints,"Creative industries",1981,Yes,,,2,Verified,2,Verified,yes,0,"Ground Floor",1,800,"Square feet",Verified,5,"railway arch/undercroft space",,"No associated yard space","Separate car parking in designated car park on site","Level access to ground floor (e.g. items can be wheeled in), Loading from vehicles in street used",yes,,1981,Rented/leased,0,Yes,yes,"Proximity to Central London, Near to customer base, reasonable rents compared to other locations",no,"Typically only target coffee shops, offices etc. Don't have room for industry because too noisy.",,,"Greater London Area",,no,,,,no,,yes,"Word of mouth, Own research",,,Yes,Nico,,,02077039786,flints.co.uk,sales@flints.co.uk,"Robert Dashwood Way",177,"Se17 3pz",,"Rolling contract, this is Flint's storage workshop/collection point",https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=e6574a17-1a7c-4920-b5ae-af81fc25702d_1564404728.jpg,no,51.489994,-0.098201,8,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=e6574a17-1a7c-4920-b5ae-af81fc25702d_1564404744.jpg,90020,,
3e89dd13-b447-4d36-ad4f-78ccf938b243,2019-07-29T12:51:39.265Z,"Rashi 95 9500001",Rashi,95,9500001,O’Shea’s,"Butchers- Wholesale of meat",1790,Yes,,,12,Observed,10,Observed,,,"Ground Floor",1.5,6000,"Square feet",Observed,6,"railway arch/undercroft space",,"Yard shared with others","Car parking in yard","Level access to ground floor (e.g. items can be wheeled in), Fork lift truck used, Loading from vehicles in yard used",yes,,,,,,,,,,,"Greater London Area, UK excluding London",,,,,,,,,,,,,,,,,"020 70641712",http://www.osheasbutchers.com/,,"Lucey Way",,"SE16 4ET",14,,,no,51.494362,-0.066181,10,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=3e89dd13-b447-4d36-ad4f-78ccf938b243_1564433228.jpg,46320,,
43e15d15-b083-4766-998d-b49ef51e2812,2019-07-29T12:50:05.353Z,"Rashi 95 124",Rashi,95,124,"Cannon and Cannon British Charcuterie","Retail and distributor of cured meat and charcuterie",2010,Yes,,,6,Verified,6,Verified,yes,4,"Ground Floor",1.5,4500,"Square feet",Verified,6,"railway arch/undercroft space",,"Yard shared with others","No car parking on site",,,,,,,,yes,"Near to other businesses, Near to home, public transport, Proximity to Central London",,"Comfortable with development around.","Space, good area, other good food businesses around","UK excluding London, Greater London Area","Greater London Area, UK excluding London, Central London",Growing,no,,,,yes,"More space",no,,,"Nothing in particular",No,"Paul Bradbury",,,"020 74035481",https://www.cannonandcannon.com/,info@cannonandcannon.com,"St James’s Road (Lucey Way)",,"SE16 4ET",12,"Since we are wholesalers, the development around wouldn’t affect our business. But we wouldn’t like to operate or be a part of it.",,no,51.494445,-0.066119,10,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=43e15d15-b083-4766-998d-b49ef51e2812_1564404603.jpg,"10130, 46320",,
e891664b-8df4-4eef-83a3-bcca8eaa2bc9,2019-07-29T12:30:46.828Z,"Jessica 105 1707",Jessica,105,1707,"The Studio","Artists studios",1990,Yes,,,1,Verified,1,Verified,yes,1,"Ground Floor",1.5,2200,"Square feet",Verified,4.5,"an industrial building with or without a yard",,"Yard shared with others","Car parking in yard","Level access to ground floor (e.g. items can be wheeled in)",yes,,2003,Owned,,,yes,"Proximity to Central London, Near to customer base, Near to other businesses, Near to suppliers, Near to home, public transport, Local amenities, Safety and Security, Business Rates, lack of suitable alternative business premises",yes,"Against it for this building. 
Believes in the re-use of building for affordable space. Artists enrich spaces And places.","Natural above light, safety, access, size, location","Central London, South London, Southwark, Greater London Area","Rest of World, Europe excluding UK, UK excluding London, Greater London Area, South London, Southwark, Central London",Growing,no,,,,,"Less space",yes,"Word of mouth, Own research, Posters or displayed information, Information received by post or email from LB Southwark",,"Brexit, politics",Yes,"Sue Arrowsmith",07956674076,Sue@suearrowsmith.com,,"Sue arrow smith.com",,"Sternhall Lane",25,"SE15 4NT",,"2003 first arrived and very precious over purchased space as it is a complete gem. 
Previously a dye works",https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=e891664b-8df4-4eef-83a3-bcca8eaa2bc9_1564403334.jpg,no,51.46656,-0.067579,6,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=e891664b-8df4-4eef-83a3-bcca8eaa2bc9_1564403352.jpg,,,
6fbd64f4-8d8f-4ec3-8f50-7eb2b48e4b3d,2019-07-29T12:20:13.814Z,"Rashi 95 18380003",Rashi,95,18380003,,vacant,,,,,,,,,,,"Ground Floor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"McLaren-  Previous business",,,51.494715,-0.062161,10,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=6fbd64f4-8d8f-4ec3-8f50-7eb2b48e4b3d_1564402788.jpg,,,
7289b115-10fe-48c0-971c-81c8cd496660,2019-07-29T12:18:38.392Z,"Rashi 95 18380002",Rashi,95,18380002,,vacant,,,,,,,,,,,"Ground Floor",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.494776,-0.062115,10,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=7289b115-10fe-48c0-971c-81c8cd496660_1564402713.jpg,,,
3199c62b-4853-4f5a-8ea8-c63016c504fb,2019-07-29T12:11:22.859Z,"Rashi 95 17870001",Rashi,95,17870001,"Art Number 23","Curating Exhibition",2016,No,"Arts organisation",,2,Verified,2,Verified,yes,2,"Level 1",1,581,"Square feet",Verified,3.5,"an industrial building with or without a yard",,"Yard shared with others","Car parking in yard","Goods lift access, Loading from vehicles in yard used",yes,,2018,Rented/leased,,Yes,yes,"Near to other businesses, reasonable rents compared to other locations, Road Infrastructure, Availability of parking",no,"It’s fine if they go ahead with development. But the nature of organisations who rent it changes. As artists we require large open spaces like the Old Biscuit Factory.","Space, other businesses around. Digital connectivity",,"UK excluding London, Europe excluding UK, Rest of World, Greater London Area",Growing,no,,,,no,,yes,"Word of mouth, Own research, Other",Online,"Cannot anticipate when we will be asked to move out. Have exhibitions around in different countries but cannot give everyone a fixed address as we could be asked to move out anytime.",Maybe,"Conscantine Anjulatos",,c.p.anjulatos@gmail.com,07570946696,https://www.artnumber23.uk/,info@artnumber23.uk,"Clements Road",100,"SE16 4DG",1,"The space is shared by 2 more people. 1 is part time person doing his on creative business and the other is a photographer whom I usually collaborate with for work and we both pay the rent.",,no,51.494782,-0.062769,65,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=3199c62b-4853-4f5a-8ea8-c63016c504fb_1564402331.jpg,90030,,
1d5fa8eb-2fb3-4f89-a01b-9579d5eb6042,2019-07-29T12:03:28.305Z,"Rashi 95 17870034",Rashi,95,17870034,"Courtyard London","Bespoke Metal Fabrication",,Yes,,,,,,,,,"Level 1",,25,"Square metres",Observed,3.5,"an industrial building with or without a yard",,,,"Goods lift access",yes,,,,,,,,,,,,,,,,,,,,,,,,,"Scot Sherrard",,,7794050973,https://courtyardlondon.com/,,"Clements Road",100,"SE16 4DG",34,,,yes,51.494926,-0.064012,65,,"25990, 90030",,
8310dd6a-750a-47e8-bb89-7b8edbc5c187,2019-07-29T11:59:07.340Z,"Rashi 95 17870033",Rashi,95,17870033,,vacant,,,,,,,,,,,"Level 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clement Road",100,"SE16 4DG",33,,,,51.494964,-0.064129,65,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=8310dd6a-750a-47e8-bb89-7b8edbc5c187_1564401543.jpg,,,
d42daa01-f8d9-40ee-addb-7f61b3b369c8,2019-07-29T11:58:09.838Z,"Rashi 95 17870032",Rashi,95,17870032,,vacant,,,,,,,,,,,"Level 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clement Road",,"SE16 4DG",32,,,,51.494927,-0.064224,65,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=d42daa01-f8d9-40ee-addb-7f61b3b369c8_1564401488.jpg,,,
21bc79f5-3b77-4b1a-ac13-271a8bcb63aa,2019-07-29T11:56:46.655Z,"Rashi 95 17870031",Rashi,95,17870031,"Nam Tran","Pottery classes",,Yes,,,,,,,,,"Level 1",,,,,3.5,"an industrial building with or without a yard",,"Yard shared with others","Car parking in yard",,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,07985138854,https://www.cernamic.com/,nam@ceramic.com,"Clements Road",,"SE16 4DG",31,,,no,51.494941,-0.064145,65,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=21bc79f5-3b77-4b1a-ac13-271a8bcb63aa_1564401405.jpg,"23490,90030",,
3e3a30e6-8382-40d9-a31c-096b107bca0b,2019-07-29T11:55:09.075Z,"Rashi 95 17870030",Rashi,95,17870030,"The Mono Box","Training for acting",,,,,,,,,,,"Level 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07943571165,https://www.themonobox.co.uk/home,hello@monobox.co.uk,"Clement Road",100,"SE16 4DG",30,,,no,51.494956,-0.063827,65,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=3e3a30e6-8382-40d9-a31c-096b107bca0b_1564401306.jpg,,,
a89db072-4998-4102-ae73-79720ad33b5f,2019-07-29T11:51:39.896Z,"Rashi 95 17870029",Rashi,95,17870029,,vacant,,,,,,,,,,,"Level 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clement Road",100,"SE16 4DG",29,,,no,51.494952,-0.064044,65,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=a89db072-4998-4102-ae73-79720ad33b5f_1564401097.jpg,,,
6221cc1e-4faa-40d1-8a84-d1c20aa33ec2,2019-07-29T11:50:47.780Z,"Rashi 95 17870028",Rashi,95,17870028,,vacant,,,,,,,,,,,"Level 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clement Road",100,"SE16 4DG",28,,,,51.494951,-0.064029,65,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=6221cc1e-4faa-40d1-8a84-d1c20aa33ec2_1564401046.jpg,,,
bee6309a-f729-4694-a1e5-7d489ae35d85,2019-07-29T11:49:39.274Z,"Rashi 95 17870027",Rashi,95,17870027,,vacant,,,,,,,,,,,"Level 1",,,,,,"an industrial building with or without a yard",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clement Road",100,"SE16 4DG",27,,,,51.494895,-0.064047,65,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=bee6309a-f729-4694-a1e5-7d489ae35d85_1564400977.jpg,,,
a20a6825-92ec-4599-bf8c-bc1cccb09287,2019-07-29T11:48:51.739Z,"Rashi 95 17870026",Rashi,95,17870026,Kodiri,"Coding and computer training",,No,"Training organisation",,,,,,,,"Level 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.kodiri.com/bootcamp#flexible-plans,hi@kodiri.com,"Clement Road",100,"SE16 4DG",26,,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=a20a6825-92ec-4599-bf8c-bc1cccb09287_1564400925.jpg,no,51.494926,-0.064071,65,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=a20a6825-92ec-4599-bf8c-bc1cccb09287_1564400898.jpg,"62090,63110",,
bf040d68-723d-42f7-bd28-8eaa04a3494a,2019-07-29T11:47:16.765Z,"Rashi 95 178700025",Rashi,95,178700025,,vacant,,,,,,,,,,,"Level 1",,,,,,"an industrial building with or without a yard",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clement Road",100,"SE16 4DG",25,,,,51.49488,-0.063996,65,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=bf040d68-723d-42f7-bd28-8eaa04a3494a_1564400834.jpg,,,
3f39b27c-a8cb-467d-a836-7c79f2b3bd8c,2019-07-29T11:45:18.048Z,"Rashi 95 17870024",Rashi,95,17870024,,"Artist Studio",,No,"Arts organisation",,1,Verified,1,Verified,yes,1,"Level 1",1,120,"Square metres",Observed,4,"an industrial building with or without a yard",,,,"Goods lift access",,,,,,,yes,"Near to other businesses",,,,,,,,,,,,,,,,,No,"Daniel Crews",,,,,,"Clement Road",100,"SE16 4DG",24,"Since ten years the Biscuit Factory is supposed to undergo redevelopment. A couple of years back someone had come and done the same survey but nothing happened. I have been working in this area for around 10 years and people don’t want Biscuit Factory to become another intensified development.",,no,51.494801,-0.063941,65,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=3f39b27c-a8cb-467d-a836-7c79f2b3bd8c_1564400714.jpg,90030,,
cb5e2456-0503-42ad-9484-0ec8fbd653c6,2019-07-29T11:44:21.899Z,"Rashi 95 17870023",Rashi,95,17870023,,vacant,,,,,,,,,,,"Level 1",,,,,,"an industrial building with or without a yard",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clement Road",100,"SE16 4DG",23,,,,51.49473,-0.064084,65,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=cb5e2456-0503-42ad-9484-0ec8fbd653c6_1564400659.jpg,,,
9d6589ab-40c2-4ab8-9852-b8d203ff6178,2019-07-29T11:43:40.449Z,"Rashi 95 17870022",Rashi,95,17870022,,Artist,,No,"Arts organisation",,,,,,,,"Level 1",,,,,,"an industrial building with or without a yard",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tezz Kamoen",,,,,,"Clement Road",100,"SE16 4DG",22,,,no,51.494746,-0.064106,65,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=9d6589ab-40c2-4ab8-9852-b8d203ff6178_1564400618.jpg,90030,,
dbbf8dd3-a85c-4d22-9fed-0a1ad6ad9330,2019-07-29T11:41:49.839Z,"Jessica 105 1704",Jessica,105,1704,N/A,"Art storage facility",1995,Yes,,,4,Verified,2,Verified,yes,4,"Ground Floor, Level 1, Level 2",2.5,,,,3.5,"an industrial building with or without a yard",,"Unit has use of operational yard, Yard for own use only","Car parking in yard","Level access to ground floor (e.g. items can be wheeled in)",no,"Business is growing and there is a need for more storage",2011,Owned,,,yes,"Near to suppliers, Proximity to Central London, Near to customer base, Near to other businesses, Near to home, public transport, Local amenities, Safety and Security, Business Rates, Availability of parking",yes,"It is a good idea however would not work for this building as Security of storage is necessary and there would be an element of risk with having residents sharing building (even with separate doorway)","Location, floor heights/space, access, quiet street and easy for deliveries","UK excluding London, Europe excluding UK, Rest of World, Greater London Area, Central London, South London, Southwark","Southwark, South London, Central London, Greater London Area, UK excluding London, Europe excluding UK, Rest of World",Growing,yes,"Croydon, Bromley",2024,"More space and cheaper building",yes,"More space",yes,"Word of mouth, Posters or displayed information, Own research, Information received by post or email from LB Southwark",,"No concerns",No,,,,,,,,,,,"Would like to keep business quite private as the storage of art",,yes,51.466631,-0.068008,8,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=dbbf8dd3-a85c-4d22-9fed-0a1ad6ad9330_1564400266.jpg,,,
3aa04ac7-3c3a-4fcf-bf40-eecc800361b7,2019-07-29T11:41:07.207Z,"Rashi 95 17870021",Rashi,95,17870021,,vacant,,,,,,,,,,,"Level 1",,,,,,"an industrial building with or without a yard",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clement Road",100,"SE16 4DG",21,,,,51.494692,-0.064128,65,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=3aa04ac7-3c3a-4fcf-bf40-eecc800361b7_1564400463.jpg,,,
151af16b-2ffb-4407-abff-2bf912bb6751,2019-07-29T11:40:15.490Z,"Rashi 95 17870020",Rashi,95,17870020,"Bernard Rangel",Artist,,No,"Arts organisation",,,,,,,,"Level 1",,,,,,"an industrial building with or without a yard",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+44-(0)-7725-694016,https://bernardrangel.com/,bernard.rangel@gmail.com,"Clement Road",100,"SE16 4DG",20,,,no,51.494732,-0.064154,65,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=151af16b-2ffb-4407-abff-2bf912bb6751_1564400413.jpg,90030,,
b58ebaa7-b8eb-4116-b4cc-c060fdf70e83,2019-07-29T11:38:22.199Z,"Rashi 95 17870019",Rashi,95,17870019,,vacant,,,,,,,,,,,"Level 1",,,,,,"an industrial building with or without a yard",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clement Road",100,"SE16 4DG",19,,,,51.494752,-0.064281,65,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=b58ebaa7-b8eb-4116-b4cc-c060fdf70e83_1564400300.jpg,,,
